block_id	seq_id	bin_id	start	end	seq_id2	bin_id2	start2	end2	strand	block_ori	colour_block
152	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	17036650	18260854	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	17177977	18434864	+	-	DroMel#1#3L
152	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	17177977	18434864	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	18791778	20306122	-	-	DroMel#1#3L
153	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	18746028	19484025	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	18264335	18988390	+	+	DroMel#1#3L
153	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	18264335	18988390	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	18437974	19179393	+	+	DroMel#1#3L
153	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	18437974	19179393	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	23038158	23965797	+	+	DroMel#1#3L
155	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	19491351	19793252	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	18996084	19254262	+	+	DroMel#1#3L
155	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	18996084	19254262	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19187404	19453369	+	+	DroMel#1#3L
155	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19187404	19453369	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	23982913	24297943	+	+	DroMel#1#3L
156	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	19796355	19913347	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19257431	19358263	+	-	DroMel#1#3L
156	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19257431	19358263	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19456524	19575440	+	-	DroMel#1#3L
156	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19456524	19575440	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	14679263	14779089	-	-	DroMel#1#3L
157	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	19915290	19926257	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19359633	19370495	+	-	DroMel#1#3L
157	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19359633	19370495	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19576738	19587568	+	-	DroMel#1#3L
157	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19576738	19587568	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	11610751	11621925	-	-	DroMel#1#3L
158	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	19927589	20032982	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19371729	19480999	+	-	DroMel#1#3L
158	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19371729	19480999	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19588898	19699209	+	-	DroMel#1#3L
158	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19588898	19699209	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	18014593	18144549	-	-	DroMel#1#3L
159	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	20034407	20295501	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19542338	19802192	+	-	DroMel#1#3L
159	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19542338	19802192	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19720111	19966654	+	-	DroMel#1#3L
159	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19720111	19966654	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	17733059	18013017	-	-	DroMel#1#3L
160	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	20297708	20431916	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19804674	19924226	+	-	DroMel#1#3L
160	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19804674	19924226	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19968852	20088676	+	-	DroMel#1#3L
160	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	19968852	20088676	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	14536698	14655840	-	-	DroMel#1#3L
161	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	20432784	21482485	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19925115	20933600	+	+	DroMel#1#3L
161	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	19925115	20933600	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	20089566	21098491	+	+	DroMel#1#3L
161	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	20089566	21098491	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	3489002	4572822	+	+	DroMel#1#3L
162	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	21492148	22951783	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	20939677	22381188	+	+	DroMel#1#3L
162	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	20939677	22381188	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	21104718	22563199	+	+	DroMel#1#3L
162	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	21104718	22563199	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	24314283	26215943	+	+	DroMel#1#3L
163	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	23007413	23034294	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	22435077	22464557	+	+	DroMel#1#3L
163	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	22435077	22464557	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	22616282	22644211	+	+	DroMel#1#3L
163	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	22616282	22644211	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	26373354	26468334	+	+	DroMel#1#3L
164	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	23238830	23247171	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	22561031	22568526	+	-	DroMel#1#3L
164	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	22561031	22568526	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	22740548	22749331	+	-	DroMel#1#3L
164	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	22740548	22749331	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	33549297	33573431	-	-	DroMel#1#3L
165	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	23328863	23339591	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	22621229	22629079	+	+	DroMel#1#3L
165	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	22621229	22629079	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	22806331	22815348	+	+	DroMel#1#3L
165	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	22806331	22815348	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	56079847	56144436	+	+	DroMel#1#3L
166	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	24131183	24161188	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	23738088	23751498	-	-	DroMel#1#3L
166	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	23738088	23751498	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	23267972	23282688	+	-	DroMel#1#3L
166	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	23267972	23282688	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	28906634	28931356	+	-	DroMel#1#3L
167	DroMel#1#3L	Drosophila_melanogaster_GCF_000001215.4.fasta	24167743	24210113	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	23704736	23725681	-	-	DroMel#1#3L
167	DroSech#1#3L	Drosophila_sechellia_GCF_004382195.2.fasta	23704736	23725681	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	23223875	23255363	+	-	DroMel#1#3L
167	DroSim#1#3L	Drosophila_simulans_GCF_016746395.2.fasta	23223875	23255363	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	28793168	28846535	+	-	DroMel#1#3L
168	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	4133279	4136932	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3043862	3047036	+	+	DroMel#1#3R
168	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3043862	3047036	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	709400	712670	+	+	DroMel#1#3R
168	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	709400	712670	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	58653059	58664581	+	+	DroMel#1#3R
169	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	4201952	4228226	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3100268	3119454	+	+	DroMel#1#3R
169	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3100268	3119454	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	761284	780392	+	+	DroMel#1#3R
169	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	761284	780392	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	59758459	59797098	+	+	DroMel#1#3R
170	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	4231425	4477769	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3122182	3347943	+	+	DroMel#1#3R
170	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3122182	3347943	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	783132	1005367	+	+	DroMel#1#3R
170	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	783132	1005367	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	59887020	60471585	+	+	DroMel#1#3R
172	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	4485612	4558214	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3357510	3417115	+	+	DroMel#1#3R
172	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3357510	3417115	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	1013760	1076878	+	+	DroMel#1#3R
172	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	1013760	1076878	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	60489112	60591240	+	+	DroMel#1#3R
173	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	4638548	7450956	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3516908	6301791	+	+	DroMel#1#3R
173	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	3516908	6301791	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	1148815	3937410	+	+	DroMel#1#3R
173	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	1148815	3937410	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	62100896	65559493	+	+	DroMel#1#3R
174	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	7452336	7474991	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	6303218	6324930	+	-	DroMel#1#3R
174	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	6303218	6324930	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	3938816	3960653	+	-	DroMel#1#3R
174	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	3938816	3960653	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	65563739	65587057	-	-	DroMel#1#3R
175	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	7476975	8036233	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	6326479	6864207	+	+	DroMel#1#3R
175	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	6326479	6864207	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	3962253	4510719	+	+	DroMel#1#3R
175	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	3962253	4510719	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	65588116	66298402	+	+	DroMel#1#3R
176	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	8050061	8101588	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	20273380	20316270	-	-	DroMel#1#3R
176	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	20273380	20316270	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	17926753	17969415	+	-	DroMel#1#3R
176	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	17926753	17969415	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	73687083	73735454	+	-	DroMel#1#3R
177	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	8222023	8477633	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	19911743	20158016	-	-	DroMel#1#3R
177	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	19911743	20158016	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	17562729	17810278	+	-	DroMel#1#3R
177	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	17562729	17810278	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	73385218	73659867	+	-	DroMel#1#3R
179	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	8485825	9460722	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18976197	19903445	-	-	DroMel#1#3R
179	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18976197	19903445	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	16631274	17554430	+	-	DroMel#1#3R
179	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	16631274	17554430	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	72318163	73371112	+	-	DroMel#1#3R
180	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	9461125	9509794	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18927865	18975817	-	-	DroMel#1#3R
180	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18927865	18975817	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	16582277	16630918	+	-	DroMel#1#3R
180	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	16582277	16630918	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	75462996	75516841	-	-	DroMel#1#3R
181	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	9510591	9637608	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18800650	18927064	-	-	DroMel#1#3R
181	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18800650	18927064	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	16454417	16581477	+	-	DroMel#1#3R
181	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	16454417	16581477	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	87742799	87880261	-	-	DroMel#1#3R
182	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	9638953	9791092	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18655370	18799194	-	-	DroMel#1#3R
182	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18655370	18799194	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	16308796	16452977	+	-	DroMel#1#3R
182	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	16308796	16452977	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	70538565	70691995	-	-	DroMel#1#3R
183	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	9791494	10140372	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18317403	18654985	-	-	DroMel#1#3R
183	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18317403	18654985	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	15973708	16308377	+	-	DroMel#1#3R
183	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	15973708	16308377	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	76671393	77056549	+	-	DroMel#1#3R
184	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	10144931	10263680	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18212149	18312974	-	-	DroMel#1#3R
184	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	18212149	18312974	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	15868365	15969300	+	-	DroMel#1#3R
184	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	15868365	15969300	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	88319815	88436387	-	-	DroMel#1#3R
185	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	10264274	10674766	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	17811892	18211570	-	-	DroMel#1#3R
185	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	17811892	18211570	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	15449377	15867794	+	-	DroMel#1#3R
185	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	15449377	15867794	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	71684331	72160526	+	-	DroMel#1#3R
186	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	10677210	10852789	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	17642140	17807826	-	-	DroMel#1#3R
186	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	17642140	17807826	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	15277738	15445288	+	-	DroMel#1#3R
186	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	15277738	15445288	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	71419892	71611866	+	-	DroMel#1#3R
187	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	10854690	11673762	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	16837166	17640057	-	-	DroMel#1#3R
187	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	16837166	17640057	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	14450032	15275838	+	-	DroMel#1#3R
187	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	14450032	15275838	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	84578755	85479105	-	-	DroMel#1#3R
188	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	11674527	11949147	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	16567943	16836403	-	-	DroMel#1#3R
188	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	16567943	16836403	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	14178860	14449276	+	-	DroMel#1#3R
188	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	14178860	14449276	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	88698122	88999014	+	-	DroMel#1#3R
189	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	11949870	12364571	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	16157567	16567175	-	-	DroMel#1#3R
189	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	16157567	16567175	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	13767369	14178098	+	-	DroMel#1#3R
189	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	13767369	14178098	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	77190604	77645169	+	-	DroMel#1#3R
190	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	12365298	12711355	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	15842252	16156862	-	-	DroMel#1#3R
190	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	15842252	16156862	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	13459134	13766661	+	-	DroMel#1#3R
190	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	13459134	13766661	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	67250725	67653341	-	-	DroMel#1#3R
191	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	12713152	13185182	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	15388077	15840693	-	-	DroMel#1#3R
191	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	15388077	15840693	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	13000161	13457531	+	-	DroMel#1#3R
191	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	13000161	13457531	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	78748435	79283002	+	-	DroMel#1#3R
192	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	13186814	13312782	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	15260589	15386485	-	-	DroMel#1#3R
192	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	15260589	15386485	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	12872952	12998559	+	-	DroMel#1#3R
192	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	12872952	12998559	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	78477473	78612494	+	-	DroMel#1#3R
193	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	13319903	13388443	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	15186015	15259501	-	-	DroMel#1#3R
193	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	15186015	15259501	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	12804236	12871392	+	-	DroMel#1#3R
193	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	12804236	12871392	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	71285216	71365674	+	-	DroMel#1#3R
194	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	13389232	14315673	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	14295631	15185261	-	-	DroMel#1#3R
194	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	14295631	15185261	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	11903863	12803456	+	-	DroMel#1#3R
194	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	11903863	12803456	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	69470860	70536371	-	-	DroMel#1#3R
195	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	14316082	14697057	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	13905341	14295109	-	-	DroMel#1#3R
195	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	13905341	14295109	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	11524546	11903343	+	-	DroMel#1#3R
195	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	11524546	11903343	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	87880780	88318417	-	-	DroMel#1#3R
196	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	14697714	14998776	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	13607405	13904517	-	-	DroMel#1#3R
196	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	13607405	13904517	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	11220662	11523868	+	-	DroMel#1#3R
196	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	11220662	11523868	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	76327059	76666498	+	-	DroMel#1#3R
197	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	14999569	15320016	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	13301802	13606614	-	-	DroMel#1#3R
197	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	13301802	13606614	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	10908509	11219870	+	-	DroMel#1#3R
197	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	10908509	11219870	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	75943436	76276016	+	-	DroMel#1#3R
198	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	15321410	16098727	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	12536480	13300398	-	-	DroMel#1#3R
198	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	12536480	13300398	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	10142870	10907091	+	-	DroMel#1#3R
198	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	10142870	10907091	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	82941823	83769781	-	-	DroMel#1#3R
199	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	16099429	16260336	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	12370846	12535756	-	-	DroMel#1#3R
199	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	12370846	12535756	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	9977509	10142140	+	-	DroMel#1#3R
199	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	9977509	10142140	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	80094595	80275987	+	-	DroMel#1#3R
200	DroMel#1#3R	Drosophila_melanogaster_GCF_000001215.4.fasta	16261428	17028907	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	11600862	12369813	-	-	DroMel#1#3R
200	DroSech#1#3R	Drosophila_sechellia_GCF_004382195.2.fasta	11600862	12369813	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	9213850	9976503	+	-	DroMel#1#3R
200	DroSim#1#3R	Drosophila_simulans_GCF_016746395.2.fasta	9213850	9976503	DroSuz#1#3	Drosophila_suzuki_GCF_043229965.1.fasta	77645977	78468087	-	-	DroMel#1#3R
